"Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"1367",1,2015-11-13,"15:50",6,2,1,"Daylight",5,19,3,3,1,15
"1368",1,2015-11-13,"15:00",3,2,1,"Daylight",5,9,3,3,1,23
"1369",2,2015-11-14,"15:59",3,2,1,"Daylight",2,9,1,3,2,31
"1370",1,2015-11-14,"21:00",1,2,4,"Dark",2,9,2,3,2,61
"1371",1,2015-11-14,"21:17",6,2,4,"Dark",1,9,3,3,1,17
"1372",1,2015-11-14,"21:17",6,2,4,"Dark",1,9,3,3,2,17
"1373",2,2015-11-14,"23:20",1,2,4,"Dark",5,9,2,3,2,64
"1374",2,2015-11-14,"23:20",1,2,4,"Dark",5,9,1,3,1,20
"1375",2,2015-11-14,"23:20",1,2,4,"Dark",5,9,1,3,1,55
"1376",2,2015-11-18,"19:11",3,2,4,"Dark",4,9,1,3,2,52
"1377",2,2015-11-19,"06:10",6,1,4,"Dark",1,9,1,3,1,38
"1378",2,2015-11-19,"06:10",6,1,4,"Dark",1,9,1,3,1,49
"1379",2,2015-11-18,"12:15",6,2,1,"Daylight",2,9,1,3,1,49
"1380",3,2015-11-19,"16:05",1,2,4,"Dark",5,9,1,3,2,20
"1381",3,2015-11-19,"16:05",1,2,4,"Dark",5,9,1,3,2,24
"1382",1,2015-11-20,"10:14",6,2,1,"Daylight",2,9,3,3,2,19
"1383",2,2015-11-20,"13:56",6,2,1,"Daylight",1,9,1,2,1,88
"1384",1,2015-11-22,"11:36",6,1,6,"",1,9,2,3,1,20
"1385",1,2015-11-22,"11:36",6,1,6,"",1,9,1,3,1,20
"1386",1,2015-11-22,"21:17",6,2,4,"Dark",1,9,1,2,1,18
"1387",1,2015-11-22,"21:17",6,2,4,"Dark",1,9,2,3,2,15
"1388",1,2015-11-22,"21:17",6,2,4,"Dark",1,9,2,3,2,15
"1389",3,2015-11-23,"14:54",6,2,1,"Daylight",1,9,3,2,1,58
"1390",1,2015-11-24,"10:30",3,2,1,"Daylight",1,4,1,2,1,23
"1391",1,2015-11-24,"15:39",3,2,1,"Daylight",1,9,3,3,2,7
"1392",2,2015-11-25,"07:00",6,2,1,"Daylight",1,9,1,3,1,31
"1393",2,2015-11-25,"07:00",6,2,1,"Daylight",1,8,2,3,2,33
"1394",1,2015-11-25,"11:45",6,1,1,"Daylight",1,9,3,3,1,54
"1395",2,2015-11-26,"16:45",6,2,4,"Dark",1,9,1,3,1,22
"1396",3,2015-11-27,"16:30",1,2,4,"Dark",1,9,1,3,1,43
"1397",3,2015-11-27,"18:00",3,2,4,"Dark",2,9,1,3,2,27
"1398",2,2015-11-29,"07:31",6,2,1,"Daylight",2,8,1,3,1,30
"1399",2,2015-11-29,"09:02",3,2,1,"Daylight",5,9,1,3,1,29
"1400",2,2015-11-30,"07:30",3,2,1,"Daylight",1,4,1,2,1,18
"1401",1,2015-11-09,"17:00",6,2,4,"Dark",1,10,3,3,1,66
"1403",2,2015-12-02,"06:30",6,2,4,"Dark",1,9,1,3,1,64
"1404",1,2015-12-03,"17:45",6,2,4,"Dark",2,9,3,3,1,43
"1405",3,2015-12-03,"18:26",4,2,4,"Dark",2,9,1,3,1,54
"1406",3,2015-12-03,"18:26",4,2,4,"Dark",2,9,1,3,2,45
"1407",3,2015-12-05,"13:22",3,2,1,"Daylight",5,9,2,3,1,47
"1408",3,2015-12-05,"13:22",3,2,1,"Daylight",5,9,2,3,1,24
"1409",3,2015-12-05,"13:22",3,2,1,"Daylight",5,9,1,3,1,49
"1410",3,2015-12-05,"13:22",3,2,1,"Daylight",5,9,2,3,1,3
"1411",2,2015-12-06,"16:00",6,1,1,"Daylight",1,16,1,3,2,40
"1412",2,2015-12-08,"19:15",1,2,4,"Dark",5,21,1,3,1,62
"1413",2,2015-12-09,"08:54",3,1,1,"Daylight",1,9,1,3,2,27
"1414",2,2015-12-09,"08:54",3,1,1,"Daylight",1,9,1,3,1,43
"1415",2,2015-12-09,"08:54",3,1,1,"Daylight",1,9,2,3,2,18
"1416",1,2015-12-10,"15:30",6,1,1,"Daylight",1,9,3,3,2,14
"1417",1,2015-12-10,"16:20",6,2,4,"Dark",1,9,3,2,1,87
"1418",1,2015-12-10,"16:25",3,2,4,"Dark",1,9,3,3,1,44
"1419",3,2015-12-16,"10:40",6,2,1,"Daylight",2,9,1,3,1,31
"1420",3,2015-12-16,"10:40",6,2,1,"Daylight",2,9,1,3,1,48
"1421",2,2015-12-13,"15:32",3,2,1,"Daylight",2,8,2,3,1,21
"1422",1,2015-12-15,"17:50",6,2,4,"Dark",2,9,3,2,2,47
"1423",1,2015-12-16,"09:14",3,2,1,"Daylight",2,3,1,3,1,23
"1424",1,2015-12-16,"09:46",3,2,1,"Daylight",2,8,2,3,1,1
"1425",1,2015-12-17,"10:26",6,1,1,"Daylight",1,20,3,2,1,40
"1426",1,2015-12-18,"20:54",3,1,4,"Dark",1,9,3,2,1,69
"1427",1,2015-12-18,"20:54",3,1,4,"Dark",1,9,3,2,1,49
"1428",2,2015-12-21,"07:27",3,2,4,"Dark",5,5,1,3,1,49
"1429",1,2015-12-21,"19:13",3,2,4,"Dark",1,9,3,3,1,62
"1430",2,2015-12-22,"12:19",1,2,1,"Daylight",5,9,1,3,1,32
"1431",1,2015-12-22,"13:10",4,2,1,"Daylight",5,9,3,3,2,15
"1432",1,2015-12-23,"10:29",6,1,1,"Daylight",1,90,3,1,1,59
"1433",2,2015-12-23,"18:10",1,2,4,"Dark",1,9,1,3,2,34
"1434",2,2015-12-24,"18:56",3,2,4,"Dark",1,16,1,3,1,22
"1435",2,2015-12-26,"10:15",4,2,1,"Daylight",2,9,1,3,1,27
"1436",2,2015-12-26,"10:15",4,2,1,"Daylight",2,9,2,3,1,22
"1437",2,2015-12-26,"10:15",4,2,1,"Daylight",2,9,2,3,1,2
"1438",2,2015-12-26,"12:40",3,1,1,"Daylight",1,9,1,3,1,27
"1439",2,2015-12-26,"17:55",6,2,4,"Dark",2,9,1,3,2,28
"1440",2,2015-12-26,"18:22",3,2,4,"Dark",2,9,1,3,1,36
"1441",1,2015-12-29,"12:20",3,1,1,"Daylight",1,19,2,2,1,38
"1442",2,2015-12-29,"18:00",3,2,4,"Dark",1,9,2,3,2,44
"1443",2,2015-12-31,"14:50",6,2,1,"Daylight",2,19,1,3,1,20
"1444",2,2015-12-31,"14:50",6,2,1,"Daylight",2,9,1,3,2,49
"1445",2,2015-12-31,"20:40",1,2,4,"Dark",2,9,1,3,2,43
"1446",2,2015-12-31,"20:40",1,2,4,"Dark",2,9,2,3,2,79
"1447",1,2014-01-28,"08:35",6,2,1,"Daylight",9,9,3,3,2,8
"1448",1,2014-01-28,"17:45",6,2,4,"Dark",1,9,3,3,2,15
"1449",1,2014-01-28,"17:45",6,2,4,"Dark",1,9,3,3,1,17
"1450",2,2014-01-30,"09:00",6,2,1,"Daylight",8,9,1,3,2,29
"1451",2,2014-01-30,"09:00",6,2,1,"Daylight",8,9,2,3,1,9
"1452",2,2014-01-30,"09:00",6,2,1,"Daylight",8,9,2,3,2,11
"1453",2,2014-01-30,"09:00",6,2,1,"Daylight",8,9,2,3,1,8
"1454",2,2014-01-30,"18:15",6,2,4,"Dark",1,19,1,3,1,28
"1455",2,2014-01-30,"18:15",6,2,4,"Dark",1,9,1,3,1,29
"1456",2,2014-01-30,"18:15",6,2,4,"Dark",1,9,2,3,1,56
"1457",2,2014-01-30,"21:15",3,2,4,"Dark",1,9,2,3,1,30
"1458",2,2014-01-30,"21:15",3,2,4,"Dark",1,9,2,3,1,28
"1459",1,2014-02-01,"01:30",3,1,4,"Dark",1,8,2,2,2,52
"1460",1,2014-02-01,"12:40",6,1,1,"Daylight",1,9,3,3,2,35
"1461",1,2014-02-05,"16:15",3,2,1,"Daylight",2,9,3,3,2,40
"1463",2,2014-02-06,"18:57",3,2,4,"Dark",2,9,1,3,1,40
"1464",1,2014-02-06,"20:40",1,2,4,"Dark",2,9,2,3,1,22
"1465",3,2014-02-07,"19:06",4,2,4,"Dark",1,9,1,3,1,24
"1466",3,2014-02-07,"19:06",4,2,4,"Dark",1,9,2,3,2,43
"1467",2,2014-02-07,"22:00",3,1,4,"Dark",1,9,1,1,1,20
"1468",2,2014-02-07,"22:00",3,1,4,"Dark",1,9,2,1,1,19
"1469",2,2014-02-07,"22:00",3,1,4,"Dark",1,9,2,3,1,19
"1470",2,2014-02-08,"12:00",6,2,1,"Daylight",4,1,1,3,1,53
"1471",1,2014-02-09,"11:33",1,2,1,"Daylight",2,9,2,3,2,5
"1472",2,2014-02-10,"18:05",3,2,4,"Dark",1,9,1,3,2,42
"1473",1,2014-02-11,"17:45",3,2,4,"Dark",3,9,3,2,1,33
"1474",1,2014-02-13,"07:35",6,2,1,"Daylight",1,9,3,3,1,16
"1475",1,2014-02-13,"09:55",3,1,1,"Daylight",1,9,3,3,1,51
"1476",1,2014-02-04,"13:30",6,1,1,"Daylight",4,9,3,3,1,52
"1477",1,2014-02-14,"16:20",6,2,1,"Daylight",2,9,3,3,1,18
"1478",1,2014-02-15,"05:11",3,2,4,"Dark",5,8,1,3,1,25
"1479",2,2014-02-16,"14:00",6,1,1,"Daylight",1,9,1,3,1,69
"1480",2,2014-02-16,"14:00",6,1,1,"Daylight",1,8,1,3,1,34
"1481",1,2014-02-16,"20:45",4,1,4,"Dark",1,9,1,3,2,19
"1482",1,2014-02-16,"20:45",4,1,4,"Dark",1,9,2,2,1,18
"1483",2,2014-02-16,"23:15",6,1,4,"Dark",1,9,1,3,1,29
"1484",2,2014-02-16,"23:15",6,1,4,"Dark",1,9,2,3,1,29
"1485",1,2014-02-17,"08:50",6,1,1,"Daylight",1,9,3,3,2,49
"1486",2,2014-02-17,"17:40",3,2,4,"Dark",1,9,1,3,1,46
"1487",3,2014-02-17,"18:39",1,1,4,"Dark",9,9,1,3,2,27
"1488",2,2014-02-18,"18:00",6,1,1,"Daylight",1,11,2,3,2,46
"1489",2,2014-02-19,"09:05",3,2,1,"Daylight",2,9,1,3,1,21
"1490",2,2014-02-19,"09:05",3,2,1,"Daylight",2,9,1,3,1,77
"1491",2,2014-02-19,"16:20",6,1,1,"Daylight",1,11,1,3,1,56
"1492",2,2014-02-21,"06:25",3,4,1,"Daylight",1,9,1,3,1,36
"1493",1,2014-02-21,"07:02",3,4,1,"Daylight",1,9,1,3,2,33
"1494",1,2014-02-21,"07:40",3,4,1,"Daylight",1,19,1,3,1,28
"1495",1,2014-02-22,"17:10",4,1,1,"Daylight",1,5,1,3,1,54
"1496",1,2014-02-22,"17:10",4,1,1,"Daylight",1,5,3,3,1,60
"1497",2,2014-02-23,"12:45",6,2,1,"Daylight",1,8,1,3,1,44
"1498",1,2014-02-23,"23:15",6,1,4,"Dark",1,1,1,2,1,67
"1499",3,2014-02-24,"05:38",3,1,1,"Daylight",1,9,1,3,1,39
"1500",3,2014-02-24,"05:38",3,1,1,"Daylight",1,9,2,3,1,46
"1501",2,2014-02-25,"16:10",3,2,1,"Daylight",2,9,1,3,2,27
"1502",2,2014-02-28,"19:03",3,1,4,"Dark",1,9,1,3,2,33
"1503",2,2014-02-28,"19:03",3,1,4,"Dark",1,9,2,3,2,40
"1504",2,2014-02-28,"19:03",3,1,4,"Dark",1,9,2,3,2,32
"1505",2,2014-02-28,"19:03",3,1,4,"Dark",1,9,2,3,2,21
"1506",1,2014-03-01,"00:34",3,1,4,"Dark",1,9,1,2,1,21
"1507",2,2014-03-01,"06:38",1,2,4,"Dark",1,9,2,3,1,21
"1508",1,2014-03-03,"03:15",3,2,4,"Dark",1,9,1,2,1,44
"1509",2,2014-03-03,"10:05",3,2,1,"Daylight",1,9,1,3,2,45
"1510",2,2014-03-03,"10:05",3,2,1,"Daylight",1,9,2,3,2,17
"1511",1,2014-03-03,"13:44",6,1,1,"Daylight",1,9,3,3,2,48
"1512",1,2014-03-03,"14:29",3,1,1,"Daylight",1,9,1,2,2,67
"1513",2,2014-03-05,"06:55",1,1,1,"Daylight",1,9,2,3,2,20
"1514",2,2014-03-05,"06:55",1,1,1,"Daylight",1,9,1,3,1,27
"1515",2,2014-03-05,"08:40",4,2,1,"Daylight",9,9,1,3,2,31
"1516",2,2014-03-05,"08:40",4,2,1,"Daylight",9,9,1,3,2,62
"1517",3,2014-03-06,"00:05",6,1,4,"Dark",1,9,1,3,1,56
"1518",2,2014-03-06,"08:49",3,1,1,"Daylight",1,9,1,3,2,57
"1519",2,2014-03-06,"07:45",3,2,1,"Daylight",9,9,1,3,2,38
"1520",2,2014-03-07,"14:00",3,1,1,"Daylight",1,9,1,3,1,17
"1521",2,2014-03-07,"17:10",4,1,1,"Daylight",1,9,1,3,2,38
"1522",1,2014-03-08,"02:49",1,1,4,"Dark",1,9,1,1,1,58
"1523",1,2014-03-10,"15:35",6,1,1,"Daylight",1,11,3,3,1,38
"1524",3,2014-03-11,"12:08",3,1,1,"Daylight",1,9,1,3,1,22
"1525",3,2014-03-11,"12:08",3,1,1,"Daylight",1,19,1,3,1,27
"1526",1,2014-03-11,"12:58",1,1,1,"Daylight",1,9,1,3,2,32
"1527",1,2014-03-11,"12:58",1,1,1,"Daylight",1,9,2,3,1,70
"1528",1,2014-03-11,"12:58",1,1,1,"Daylight",1,9,2,2,2,52
"1529",3,2014-03-11,"16:50",1,1,1,"Daylight",1,9,1,3,2,26
"1530",2,2014-03-16,"15:30",6,1,1,"Daylight",1,9,1,3,1,39
"1531",2,2014-03-16,"15:30",6,1,1,"Daylight",1,9,2,3,2,45
"1532",2,2014-03-16,"15:30",6,1,1,"Daylight",1,9,2,3,1,10
"1533",2,2014-03-16,"15:30",6,1,1,"Daylight",1,9,2,3,1,6
"1534",1,2014-03-16,"17:20",3,1,1,"Daylight",1,1,1,3,1,41
"1535",2,2014-03-17,"03:48",6,1,4,"Dark",1,9,1,3,1,25
"1536",2,2014-03-17,"21:10",3,1,4,"Dark",1,3,1,2,2,56
"1537",2,2014-03-18,"09:26",6,2,1,"Daylight",2,9,1,3,2,58
"1538",2,2014-03-18,"12:00",3,2,1,"Daylight",2,9,1,3,2,50
"1539",1,2014-03-20,"08:18",6,1,1,"Daylight",1,9,3,2,1,73
"1540",2,2014-03-21,"12:20",3,1,1,"Daylight",1,9,1,3,2,21
"1541",2,2014-03-22,"19:13",3,2,4,"Dark",1,9,1,3,1,29
"1542",2,2014-03-23,"10:45",6,1,1,"Daylight",1,9,2,3,1,87
"1543",2,2014-03-23,"10:45",6,1,1,"Daylight",1,9,2,3,2,50
"1544",1,2014-03-23,"13:15",3,1,1,"Daylight",1,9,3,3,2,13
"1545",1,2014-03-23,"13:15",3,1,1,"Daylight",1,9,3,3,2,13
"1546",2,2014-03-24,"08:16",3,1,1,"Daylight",1,11,1,3,2,45
"1547",2,2014-03-24,"08:16",3,1,1,"Daylight",1,9,1,2,1,43
"1548",2,2014-03-24,"18:00",1,1,1,"Daylight",1,9,1,3,2,27
"1549",2,2014-03-25,"10:55",3,2,1,"Daylight",1,2,1,3,1,17
"1550",2,2014-03-26,"07:20",6,1,1,"Daylight",1,3,1,2,1,26
"1551",1,2014-02-22,"21:30",6,1,4,"Dark",1,9,3,2,2,53
"1552",2,2014-03-28,"06:40",3,5,1,"Daylight",2,9,1,3,1,41
"1553",2,2014-03-28,"06:40",3,5,1,"Daylight",2,9,1,3,2,43
"1554",2,2014-03-28,"06:40",3,5,1,"Daylight",2,9,2,3,2,23
"1555",2,2014-03-28,"06:40",3,5,1,"Daylight",2,9,2,3,1,23
"1556",2,2014-03-28,"15:00",3,1,1,"Daylight",1,9,1,3,1,39
"1557",3,2014-03-29,"11:00",3,1,1,"Daylight",1,9,1,3,2,53
"1558",2,2014-01-01,"04:35",3,2,4,"Dark",1,9,1,3,1,22
"1559",1,2014-01-02,"15:55",3,1,1,"Daylight",1,19,3,3,1,81
"1560",1,2014-01-03,"08:05",3,2,1,"Daylight",1,9,1,3,1,50
"1561",1,2014-01-03,"08:05",3,2,1,"Daylight",1,9,2,3,2,40
"1562",2,2014-01-02,"13:20",6,2,1,"Daylight",1,3,1,3,1,18
"1563",1,2014-01-04,"16:30",6,1,1,"Daylight",1,9,3,3,1,6
"1564",2,2014-01-05,"16:10",6,2,4,"Dark",2,3,1,3,1,17
"1565",2,2014-01-05,"22:30",6,2,4,"Dark",2,8,1,3,1,39
"1566",2,2014-01-09,"01:58",3,1,1,"Daylight",1,19,2,3,1,26
"1567",2,2014-01-08,"15:10",3,1,1,"Daylight",1,11,2,3,1,42
"1568",3,2014-01-09,"18:40",3,1,1,"Daylight",1,3,1,2,1,27
"1569",2,2014-01-11,"10:50",3,1,1,"Daylight",1,9,1,3,2,22
"1570",2,2014-01-13,"08:45",3,2,1,"Daylight",1,9,2,3,1,9
"1572",2,2014-01-14,"22:01",3,2,4,"Dark",2,9,1,3,1,73
"1573",2,2014-01-14,"22:01",3,2,4,"Dark",2,9,1,3,1,32
"1574",2,2014-01-14,"22:01",3,2,4,"Dark",2,9,2,3,2,76
"1575",2,2014-01-14,"19:05",1,1,4,"Dark",1,9,1,3,1,24
"1576",2,2014-01-14,"19:05",1,1,4,"Dark",1,9,1,3,2,58
"1577",4,2014-01-15,"17:05",1,1,4,"Dark",1,9,1,3,2,43
"1578",4,2014-01-15,"17:05",1,1,4,"Dark",1,9,1,3,1,28
"1579",4,2014-01-15,"17:05",1,1,4,"Dark",1,9,1,2,1,59
"1580",4,2014-01-15,"17:05",1,1,4,"Dark",1,9,1,3,1,27
"1581",4,2014-01-15,"17:05",1,1,4,"Dark",1,9,2,3,1,50
"1582",2,2014-01-16,"06:55",3,2,4,"Dark",1,9,1,3,2,34
"1583",2,2014-01-16,"06:55",3,2,4,"Dark",1,9,2,3,1,33
"1584",1,2014-01-16,"17:30",3,2,4,"Dark",1,9,3,3,1,12
"1585",2,2014-01-17,"12:05",6,2,1,"Daylight",1,9,1,3,1,20
"1586",2,2014-01-19,"13:00",3,1,1,"Daylight",1,1,1,3,1,22
"1587",2,2014-01-19,"16:05",3,2,1,"Daylight",1,1,1,3,1,27
"1588",2,2014-01-19,"21:05",6,2,4,"Dark",1,9,1,3,1,44
"1589",3,2014-01-20,"11:10",3,1,1,"Daylight",1,9,1,3,1,87
"1590",3,2014-01-20,"11:10",3,1,1,"Daylight",1,9,1,3,2,46
"1591",3,2014-01-20,"11:10",3,1,1,"Daylight",1,9,1,3,2,71
"1592",2,2014-01-20,"21:00",3,2,4,"Dark",1,9,2,3,2,41
"1593",2,2014-01-20,"21:00",3,2,4,"Dark",1,9,1,3,1,37
"1594",3,2014-01-24,"18:06",3,2,1,"Daylight",2,9,1,3,1,32
"1595",3,2014-01-24,"18:06",3,2,1,"Daylight",2,9,2,3,1,33
"1596",3,2014-01-24,"18:06",3,2,1,"Daylight",2,9,2,3,1,27
"1597",2,2014-01-23,"16:45",4,3,1,"Daylight",3,9,2,3,2,69
"1598",2,2014-01-23,"16:45",4,3,1,"Daylight",3,9,1,3,1,71
"1599",2,2014-01-25,"17:15",6,2,4,"Dark",5,9,1,3,1,63
"1600",2,2014-04-01,"17:15",3,1,1,"Daylight",1,9,1,3,2,42
"1601",1,2014-04-01,"20:47",6,1,4,"Dark",1,9,3,2,1,18
"1602",1,2014-04-03,"13:00",3,1,1,"Daylight",1,11,2,3,2,84
"1603",1,2014-04-04,"03:23",3,2,4,"Dark",1,9,1,2,1,17
"1604",1,2014-04-04,"03:23",3,2,4,"Dark",1,9,2,1,1,18
"1605",1,2014-04-04,"15:25",6,1,1,"Daylight",1,9,3,3,2,77
"1606",2,2014-04-07,"13:13",3,1,1,"Daylight",1,20,1,3,1,61
"1607",2,2014-04-05,"11:55",3,1,1,"Daylight",1,1,1,2,1,44
"1608",2,2014-04-07,"14:50",3,2,1,"Daylight",2,9,1,3,1,28
"1609",2,2014-04-07,"18:16",1,1,1,"Daylight",4,9,1,3,2,40
"1610",2,2014-04-07,"18:16",1,1,1,"Daylight",4,9,2,3,2,28
"1611",2,2014-04-07,"18:16",1,1,1,"Daylight",4,9,1,3,1,17
"1612",2,2014-04-08,"11:28",3,2,1,"Daylight",1,9,1,3,2,61
"1613",2,2014-02-08,"11:30",3,1,1,"Daylight",1,9,1,3,2,48
"1614",1,2014-04-08,"13:05",4,2,1,"Daylight",1,9,3,2,1,81
"1615",2,2014-04-08,"17:08",6,1,1,"Daylight",1,3,1,3,1,24
"1616",2,2014-04-09,"17:10",3,1,1,"Daylight",1,2,1,3,1,18
"1617",2,2014-04-10,"04:55",3,1,4,"Dark",1,9,1,3,1,54
"1618",2,2014-04-10,"04:55",3,1,4,"Dark",1,9,2,3,1,20
"1619",1,2014-04-10,"15:45",6,1,1,"Daylight",1,9,3,3,1,15
"1620",2,2014-04-11,"09:08",6,1,1,"Daylight",1,9,1,3,1,20
"1621",2,2014-04-11,"09:08",6,1,1,"Daylight",1,9,1,3,2,36
"1622",1,2014-04-11,"21:20",3,1,4,"Dark",1,1,1,3,2,44
"1623",1,2014-04-12,"10:50",3,1,1,"Daylight",4,5,1,2,1,40
"1624",2,2014-04-14,"13:00",6,1,1,"Daylight",1,9,1,3,1,24
"1625",2,2014-04-16,"09:13",6,1,1,"Daylight",1,9,1,3,2,47
"1626",2,2014-04-17,"08:45",3,1,1,"Daylight",1,5,1,3,1,22
"1627",1,2014-04-17,"12:30",6,1,1,"Daylight",1,9,3,3,1,10
"1628",2,2014-04-18,"01:00",6,1,4,"Dark",1,9,1,3,1,51
"1629",2,2014-04-18,"01:00",6,1,4,"Dark",1,9,2,3,1,20
"1630",2,2014-04-18,"01:00",6,1,4,"Dark",1,9,2,3,1,21
"1631",2,2014-04-18,"01:00",6,1,4,"Dark",1,9,2,3,1,27
"1632",2,2014-04-18,"01:00",6,1,4,"Dark",1,9,2,3,1,18
"1633",3,2014-04-18,"12:55",3,1,1,"Daylight",1,5,1,2,1,24
"1634",2,2014-04-18,"21:15",6,1,4,"Dark",1,1,1,3,1,16
"1635",3,2014-04-19,"17:55",6,1,1,"Daylight",1,9,1,3,1,18
"1636",3,2014-04-19,"17:55",6,1,1,"Daylight",1,9,2,3,1,24
"1637",3,2014-04-19,"17:55",6,1,1,"Daylight",1,9,1,3,1,28
"1638",2,2014-04-21,"12:45",3,1,1,"Daylight",1,5,1,2,1,56
"1639",2,2014-04-21,"12:45",3,1,1,"Daylight",1,5,2,3,2,47
"1640",2,2014-05-02,"18:05",6,1,1,"Daylight",1,9,2,2,2,23
"1641",2,2014-05-02,"18:45",6,1,1,"Daylight",1,1,1,3,1,26
"1642",2,2014-05-03,"15:25",6,1,1,"Daylight",1,1,1,3,2,7
"1643",2,2014-05-03,"15:30",4,1,1,"Daylight",1,9,1,2,2,78
"1644",2,2014-05-03,"15:30",4,1,1,"Daylight",1,9,2,3,1,17
"1645",2,2014-05-03,"15:30",4,1,1,"Daylight",1,9,1,3,1,18
"1646",2,2014-05-03,"15:30",4,1,1,"Daylight",1,9,2,3,1,17
"1647",1,2014-05-03,"20:03",6,1,1,"Daylight",1,9,3,3,2,10
"1648",1,2014-05-03,"20:03",6,1,1,"Daylight",1,9,3,3,2,6
"1649",1,2014-05-03,"20:03",6,1,1,"Daylight",1,9,3,3,2,29
"1650",1,2014-05-03,"22:35",6,1,4,"Dark",1,9,3,3,1,40
"1651",1,2014-05-04,"09:30",1,1,1,"Daylight",1,9,1,3,1,30
"1652",3,2014-05-04,"17:00",6,1,1,"Daylight",1,5,1,3,1,52
"1653",1,2014-05-05,"21:20",3,2,4,"Dark",2,9,1,3,1,25
"1654",1,2014-05-05,"21:20",3,2,4,"Dark",2,9,2,3,1,33
"1655",2,2014-05-07,"07:55",6,1,1,"Daylight",1,9,1,3,1,40
"1656",2,2014-05-07,"07:55",6,1,1,"Daylight",1,9,1,3,2,22
"1657",2,2014-05-07,"07:55",6,1,1,"Daylight",1,9,2,3,1,22
"1658",2,2014-05-07,"12:45",6,1,1,"Daylight",1,9,1,3,1,43
"1659",2,2014-05-09,"07:31",4,1,1,"Daylight",1,9,1,3,1,27
"1660",2,2014-05-09,"07:31",4,1,1,"Daylight",1,11,2,3,1,30
"1661",2,2014-05-09,"07:31",4,1,1,"Daylight",1,9,2,3,2,30
"1663",2,2014-05-09,"08:55",1,2,1,"Daylight",2,9,1,3,2,27
"1664",2,2014-05-09,"08:55",1,2,1,"Daylight",2,9,2,3,2,39
"1665",2,2014-05-09,"09:01",4,2,1,"Daylight",2,9,1,3,2,55
"1666",2,2014-05-09,"09:01",4,2,1,"Daylight",2,9,2,3,2,45
"1667",1,2014-05-10,"07:15",3,2,1,"Daylight",1,2,1,2,2,36
"1668",2,2014-05-11,"14:10",6,2,1,"Daylight",1,9,1,3,1,38
"1669",2,2014-05-11,"14:10",6,2,1,"Daylight",1,9,2,3,2,37
"1670",2,2014-05-11,"18:20",3,2,1,"Daylight",1,9,2,3,2,24
"1671",2,2014-05-11,"18:20",3,2,1,"Daylight",1,9,1,3,1,26
"1672",2,2014-05-12,"10:55",6,1,1,"Daylight",1,9,2,3,2,67
"1673",2,2014-05-12,"10:55",6,1,1,"Daylight",1,9,1,3,1,70
"1674",2,2014-05-08,"16:55",3,1,1,"Daylight",1,1,1,3,1,42
"1675",1,2014-05-14,"17:10",6,1,1,"Daylight",1,9,3,3,2,11
"1676",4,2014-05-15,"04:30",3,1,1,"Daylight",1,1,1,3,1,70
"1677",2,2014-05-16,"06:53",1,1,1,"Daylight",1,9,1,3,2,23
"1678",2,2014-05-17,"11:35",6,1,1,"Daylight",1,9,2,3,1,32
"1679",2,2014-05-17,"11:35",6,1,1,"Daylight",1,9,1,3,2,54
"1680",3,2014-05-17,"17:28",3,1,1,"Daylight",1,9,1,3,2,53
"1681",2,2014-05-18,"11:48",6,1,1,"Daylight",1,1,1,2,2,11
"1682",2,2014-05-18,"13:30",6,1,1,"Daylight",1,5,1,3,1,49
"1683",1,2014-05-19,"08:25",6,1,1,"Daylight",1,9,3,3,2,26
"1684",3,2014-05-19,"10:45",3,1,1,"Daylight",1,9,1,3,1,33
"1685",2,2014-05-19,"14:55",6,1,1,"Daylight",1,3,1,3,1,57
"1686",2,2014-05-19,"16:35",3,1,1,"Daylight",1,9,2,3,1,48
"1687",2,2014-05-19,"19:00",6,1,1,"Daylight",1,8,2,3,2,19
"1688",2,2014-05-19,"19:00",6,1,1,"Daylight",1,1,1,3,1,38
"1689",1,2014-05-20,"10:27",6,1,1,"Daylight",1,8,3,3,1,61
"1690",2,2014-05-21,"13:40",6,1,1,"Daylight",1,9,1,3,1,82
"1691",2,2014-05-21,"13:40",6,1,1,"Daylight",1,9,2,3,2,78
"1692",2,2014-05-22,"09:10",6,2,1,"Daylight",5,9,2,3,1,11
"1693",2,2014-05-22,"09:10",6,2,1,"Daylight",5,9,1,3,2,42
"1694",3,2014-05-24,"14:13",3,2,1,"Daylight",2,9,2,3,2,17
"1695",3,2014-05-24,"14:13",3,2,1,"Daylight",2,9,2,3,2,13
"1696",3,2014-05-24,"14:13",3,2,1,"Daylight",2,9,1,3,1,46
"1697",1,2014-05-25,"16:10",3,1,1,"Daylight",1,5,3,3,1,16
"1698",4,2014-05-26,"22:05",6,2,4,"Dark",1,9,2,3,1,15
"1699",4,2014-05-26,"22:05",6,2,4,"Dark",1,9,1,2,1,33
"1700",4,2014-05-26,"22:05",6,2,4,"Dark",1,9,2,3,1,33
"1701",2,2014-05-28,"07:12",3,2,1,"Daylight",2,9,1,3,1,19
"1702",2,2014-05-28,"07:12",3,2,1,"Daylight",2,11,1,3,1,55
"1703",2,2014-05-28,"07:12",3,2,1,"Daylight",2,11,2,3,2,27
